subject_id,gender,ever_married,work_type,Residence_type
12459,Female,Yes,Private,Urban
12460,Male,No,children,Urban
12461,Female,No,Govt_job,Urban
12462,Male,Yes,Govt_job,Urban
12463,Female,Yes,Govt_job,Urban
12464,Male,Yes,Govt_job,Urban
12465,Female,Yes,Govt_job,Rural
12466,Female,Yes,Govt_job,Urban
12467,Female,No,children,Rural
12468,Female,No,children,Urban
12469,Male,Yes,Private,Urban
12470,Male,No,Private,Urban
12471,Female,No,children,Urban
12472,Male,Yes,Self-employed,Urban
12473,Female,No,Govt_job,Rural
12474,Male,Yes,Private,Urban
12475,Male,No,children,Urban
12476,Female,Yes,Private,Rural
12477,Female,No,Private,Urban
12478,Female,Yes,Govt_job,Rural
12479,Female,No,Govt_job,Rural
12480,Female,No,Govt_job,Urban
12481,Female,Yes,Self-employed,Rural
12482,Male,Yes,Private,Urban
12483,Female,Yes,Govt_job,Urban
12484,Male,Yes,Private,Urban
12485,Female,Yes,Private,Urban
12486,Female,Yes,Private,Urban
12487,Male,No,Private,Urban
12488,Male,Yes,Private,Urban
12489,Female,No,children,Rural
12490,Male,No,Self-employed,Rural
12491,Female,Yes,Private,Rural
12492,Female,Yes,Private,Rural
12493,Male,Yes,Self-employed,Urban
12494,Male,Yes,Private,Rural
12495,Female,No,children,Rural
12496,Male,Yes,Govt_job,Urban
12497,Female,Yes,Private,Rural
12498,Male,Yes,Private,Rural
12499,Female,No,Private,Rural
12500,Female,No,children,Urban
12501,Female,Yes,Private,Urban
12502,Female,No,Govt_job,Rural
12503,Female,Yes,Private,Urban
12504,Female,Yes,Private,Urban
12505,Male,Yes,Private,Urban
12506,Female,No,Private,Rural
12507,Female,Yes,Private,Rural
12508,Male,Yes,Govt_job,Urban
12509,Female,Yes,Private,Rural
12510,Female,No,Private,Urban
12511,Male,Yes,Self-employed,Urban
12512,Female,No,Private,Rural
12513,Female,Yes,Private,Urban
12514,Female,Yes,Private,Urban
12515,Female,No,children,Urban
12516,Female,No,Govt_job,Urban
12517,Female,Yes,Self-employed,Urban
12518,Male,Yes,Govt_job,Urban
12519,Male,Yes,Private,Urban
12520,Male,Yes,Private,Rural
12521,Male,No,Private,Rural
12522,Male,Yes,Govt_job,Rural
12523,Male,No,Private,Urban
12524,Female,No,children,Urban
12525,Male,Yes,Private,Rural
12526,Male,No,Govt_job,Rural
12527,Female,Yes,Self-employed,Rural
12528,Male,Yes,Private,Urban
12529,Male,Yes,Self-employed,Rural
12530,Female,No,children,Rural
12531,Female,No,Private,Urban
12532,Female,Yes,Self-employed,Urban
12533,Female,No,Private,Urban
12534,Male,No,children,Rural
12535,Male,No,Self-employed,Rural
12536,Female,Yes,Private,Urban
12537,Female,Yes,Govt_job,Rural
12538,Male,No,children,Urban
12539,Male,Yes,Self-employed,Urban
12540,Female,Yes,Govt_job,Urban
12541,Female,No,Private,Rural
12542,Male,Yes,Self-employed,Rural
12543,Female,Yes,Private,Urban
12544,Female,Yes,Private,Rural
12545,Female,Yes,Private,Rural
12546,Female,No,Private,Rural
12547,Female,No,Private,Rural
12548,Male,No,Private,Rural
12549,Male,Yes,Self-employed,Urban
12550,Male,No,Govt_job,Urban
12551,Male,Yes,Private,Urban
12552,Female,Yes,Private,Rural
12553,Female,Yes,Self-employed,Urban
12554,Female,Yes,Govt_job,Rural
12555,Female,No,Private,Urban
12556,Female,Yes,Self-employed,Urban
12557,Male,No,children,Urban
12558,Female,No,Private,Urban
12559,Female,Yes,Private,Urban
12560,Female,Yes,Private,Rural
12561,Female,Yes,Govt_job,Rural
12562,Female,No,Private,Urban
12563,Male,Yes,Private,Urban
12564,Female,No,Private,Rural
12565,Female,Yes,Private,Rural
12566,Female,No,Self-employed,Urban
12567,Male,Yes,Self-employed,Urban
12568,Female,Yes,Private,Urban
12569,Male,Yes,Self-employed,Rural
12570,Female,Yes,Private,Urban
12571,Female,Yes,Self-employed,Urban
12572,Female,Yes,Self-employed,Rural
12573,Male,Yes,Govt_job,Urban
12574,Female,Yes,Private,Rural
12575,Female,Yes,Private,Urban
12576,Male,No,children,Urban
12577,Male,No,Private,Urban
12578,Female,Yes,Private,Urban
12579,Female,No,children,Rural
12580,Male,Yes,Self-employed,Urban
12581,Female,Yes,Govt_job,Rural
12582,Female,No,Private,Urban
12583,Male,Yes,Private,Rural
12584,Female,Yes,Private,Rural
12585,Male,Yes,Govt_job,Urban
12586,Female,Yes,Private,Rural
12587,Female,No,Private,Rural
12588,Male,No,children,Rural
12589,Female,Yes,Govt_job,Rural
12590,Female,No,Self-employed,Urban
12591,Male,Yes,Private,Rural
12592,Male,No,Private,Rural
12593,Male,Yes,Private,Rural
12594,Male,No,Private,Rural
12595,Female,Yes,Private,Rural
12596,Female,Yes,Private,Rural
12597,Female,Yes,Govt_job,Urban
12598,Female,Yes,Self-employed,Urban
12599,Male,No,children,Urban
12600,Female,Yes,Private,Urban
12601,Female,No,children,Rural
12602,Female,Yes,Govt_job,Rural
12603,Female,No,Private,Rural
12604,Female,Yes,Private,Urban
12605,Female,Yes,Govt_job,Rural
12606,Female,No,children,Rural
12607,Female,Yes,Private,Urban
12608,Male,Yes,Private,Urban
12609,Male,No,Private,Rural
12610,Female,No,children,Rural
12611,Male,Yes,Private,Urban
12612,Male,Yes,Private,Rural
12613,Female,Yes,Private,Rural
12614,Male,Yes,Private,Rural
12615,Female,No,children,Urban
12616,Female,No,Private,Rural
12617,Female,Yes,Self-employed,Rural
12618,Female,Yes,Private,Urban
12619,Female,Yes,Private,Rural
12620,Female,Yes,Private,Rural
12621,Male,Yes,Private,Urban
12622,Female,Yes,Self-employed,Rural
12623,Male,No,children,Urban
12624,Female,Yes,Private,Rural
12625,Female,Yes,Private,Urban
12626,Male,Yes,Self-employed,Rural
12627,Male,No,Private,Urban
12628,Female,Yes,Private,Urban
12629,Male,No,Private,Urban
12630,Male,Yes,Private,Urban
12631,Male,Yes,Private,Urban
12632,Male,Yes,Private,Urban
12633,Female,Yes,Govt_job,Rural
12634,Male,No,Private,Rural
12635,Female,Yes,Private,Rural
12636,Male,No,Private,Rural
12637,Female,No,Private,Urban
12638,Female,Yes,Govt_job,Rural
12639,Female,No,children,Rural
12640,Male,Yes,Private,Rural
12641,Male,Yes,Private,Rural
12642,Male,Yes,Private,Urban
12643,Male,Yes,Private,Rural
12644,Female,No,Private,Urban
12645,Female,Yes,Private,Rural
12646,Female,No,Self-employed,Urban
12647,Male,No,Private,Urban
12648,Female,No,children,Rural
12649,Male,No,Private,Rural
12650,Female,Yes,Private,Rural
12651,Male,No,children,Urban
12652,Female,Yes,Govt_job,Rural
12653,Male,Yes,Govt_job,Rural
12654,Male,No,children,Urban
12655,Female,No,Govt_job,Urban
12656,Female,Yes,Govt_job,Rural
12657,Male,Yes,Private,Rural
12658,Male,Yes,Private,Urban
12659,Male,Yes,Private,Urban
12660,Female,Yes,Self-employed,Urban
12661,Male,Yes,Private,Rural
12662,Male,Yes,Self-employed,Rural
12663,Male,No,children,Rural
12664,Male,Yes,Self-employed,Rural
12665,Female,Yes,Private,Rural
12666,Female,No,Private,Urban
12667,Male,No,children,Urban
12668,Female,Yes,Self-employed,Urban
12669,Male,Yes,Private,Rural
12670,Female,Yes,Private,Urban
12671,Female,Yes,Private,Rural
12672,Female,Yes,Self-employed,Urban
12673,Male,Yes,Private,Rural
12674,Female,Yes,Self-employed,Urban
12675,Male,Yes,Private,Urban
12676,Male,No,Private,Rural
12677,Female,Yes,Self-employed,Rural
12678,Female,No,Private,Urban
12679,Female,Yes,Govt_job,Urban
12680,Female,No,children,Urban
12681,Male,Yes,Private,Rural
12682,Male,Yes,Private,Urban
12683,Male,No,children,Urban
12684,Male,Yes,Private,Urban
12685,Female,Yes,Private,Rural
12686,Male,Yes,Private,Urban
12687,Male,No,children,Urban
12688,Male,Yes,Private,Urban
12689,Female,Yes,Private,Urban
12690,Male,No,Govt_job,Rural
12691,Male,Yes,Self-employed,Rural
12692,Male,Yes,Private,Rural
12693,Female,Yes,Private,Urban
12694,Male,Yes,Private,Urban
12695,Male,Yes,Private,Rural
12696,Male,Yes,Private,Rural
12697,Male,Yes,Self-employed,Urban
12698,Female,No,Private,Urban
12699,Male,Yes,Private,Rural
12700,Female,No,Private,Urban
12701,Female,No,Private,Rural
12702,Female,Yes,Govt_job,Rural
12703,Female,Yes,Govt_job,Urban
12704,Female,Yes,Private,Urban
12705,Female,Yes,Self-employed,Rural
12706,Male,No,Private,Urban
12707,Male,No,Private,Rural
12708,Male,No,children,Rural
12709,Male,Yes,Self-employed,Urban
12710,Female,Yes,Private,Urban
12711,Female,No,Govt_job,Urban
12712,Male,Yes,Self-employed,Urban
12713,Female,Yes,Self-employed,Urban
12714,Male,No,children,Urban
12715,Male,No,children,Urban
12716,Male,No,children,Urban
12717,Female,No,Private,Rural
12718,Male,Yes,Self-employed,Urban
12719,Female,Yes,Private,Urban
12720,Female,Yes,Private,Rural
12721,Female,Yes,Self-employed,Urban
12722,Female,Yes,Self-employed,Rural
12723,Male,No,Private,Rural
12724,Male,Yes,Private,Urban
12725,Male,Yes,Govt_job,Urban
12726,Male,Yes,Private,Urban
12727,Female,Yes,Govt_job,Urban
12728,Female,Yes,Self-employed,Rural
12729,Male,No,Private,Urban
12730,Female,No,Private,Rural
12731,Female,Yes,Private,Rural
12732,Female,Yes,Self-employed,Urban
12733,Female,No,children,Rural
12734,Female,No,Private,Urban
12735,Female,Yes,Private,Rural
12736,Female,Yes,Private,Urban
12737,Female,No,Private,Urban
12738,Male,Yes,Private,Rural
12739,Male,No,Govt_job,Urban
12740,Male,Yes,Private,Rural
12741,Female,No,Private,Urban
12742,Male,Yes,Private,Urban
12743,Female,No,children,Rural
12744,Male,Yes,Private,Urban
12745,Male,No,Private,Rural
12746,Female,Yes,Private,Rural
12747,Male,Yes,Private,Rural
12748,Female,Yes,Self-employed,Rural
12749,Female,Yes,Private,Urban
12750,Female,Yes,Private,Rural
12751,Male,No,Private,Urban
12752,Male,Yes,Self-employed,Rural
12753,Female,Yes,Self-employed,Rural
12754,Male,Yes,Govt_job,Urban
12755,Female,Yes,Private,Rural
12756,Female,No,Private,Urban
12757,Female,No,Private,Rural
12758,Female,No,children,Rural
12759,Female,No,Private,Urban
12760,Male,Yes,Private,Urban
12761,Female,Yes,Private,Rural
12762,Male,Yes,Self-employed,Rural
12763,Female,Yes,Govt_job,Urban
12764,Male,Yes,Private,Rural
12765,Female,Yes,Self-employed,Urban
12766,Female,Yes,Private,Rural
12767,Female,Yes,Private,Rural
12768,Male,Yes,Govt_job,Rural
12769,Female,Yes,Private,Rural
12770,Male,No,children,Urban
12771,Female,Yes,Private,Rural
12772,Male,Yes,Govt_job,Rural
12773,Female,No,Private,Urban
12774,Male,Yes,Private,Rural
12775,Male,No,Private,Rural
12776,Female,Yes,Private,Rural
12777,Female,Yes,Private,Urban
12778,Female,Yes,Private,Rural
12779,Male,Yes,Private,Urban
12780,Female,Yes,Private,Urban
12781,Male,Yes,Private,Urban
12782,Female,Yes,Private,Urban
12783,Female,Yes,Self-employed,Rural
12784,Male,No,children,Urban
12785,Male,Yes,Private,Urban
12786,Male,No,Self-employed,Rural
12787,Male,Yes,Private,Rural
12788,Female,No,Private,Rural
12789,Female,No,children,Rural
12790,Male,Yes,Govt_job,Urban
12791,Female,Yes,Private,Urban
12792,Female,Yes,Private,Rural
12793,Female,No,children,Rural
12794,Male,Yes,Self-employed,Rural
12795,Female,No,Private,Rural
12796,Female,Yes,Govt_job,Urban
12797,Female,Yes,Self-employed,Rural
12798,Female,Yes,Private,Urban
12799,Female,Yes,Private,Rural
12800,Female,Yes,Private,Urban
12801,Male,Yes,Self-employed,Rural
12802,Female,Yes,Private,Rural
12803,Female,Yes,Private,Urban
12804,Male,Yes,Private,Urban
12805,Male,Yes,Self-employed,Rural
12806,Male,Yes,Private,Urban
12807,Female,Yes,Govt_job,Urban
12808,Female,Yes,Govt_job,Rural
12809,Female,No,Private,Rural
12810,Male,Yes,Private,Urban
12811,Male,Yes,Govt_job,Urban
12812,Female,Yes,Private,Rural
12813,Female,Yes,Private,Urban
12814,Male,No,children,Urban
12815,Male,Yes,Private,Urban
12816,Female,Yes,Private,Urban
12817,Female,No,Private,Urban
12818,Male,Yes,Self-employed,Urban
12819,Male,Yes,Private,Urban
12820,Female,No,Private,Urban
12821,Male,No,Private,Rural
12822,Male,Yes,Private,Urban
12823,Female,No,Private,Urban
12824,Female,Yes,Private,Rural
12825,Female,No,children,Rural
12826,Female,Yes,Private,Rural
12827,Female,No,children,Rural
12828,Female,Yes,Private,Urban
12829,Female,Yes,Self-employed,Rural
12830,Female,No,Private,Urban
12831,Female,Yes,Govt_job,Urban
12832,Male,No,Private,Rural
12833,Female,No,children,Rural
12834,Male,Yes,Private,Rural
12835,Female,Yes,Private,Rural
12836,Female,No,Govt_job,Urban
12837,Female,Yes,Govt_job,Urban
12838,Male,Yes,Govt_job,Rural
12839,Female,No,Self-employed,Urban
12840,Male,No,children,Rural
12841,Female,Yes,Private,Rural
12842,Male,Yes,Private,Urban
12843,Female,No,children,Urban
12844,Female,No,Private,Urban
12845,Female,Yes,Private,Urban
12846,Female,No,Govt_job,Urban
12847,Female,No,Private,Urban
12848,Female,Yes,Private,Urban
12849,Female,Yes,Private,Urban
12850,Female,Yes,Private,Rural
12851,Female,Yes,Private,Urban
12852,Female,Yes,Self-employed,Urban
12853,Female,Yes,Private,Urban
12854,Male,Yes,Self-employed,Urban
12855,Female,Yes,Private,Rural
12856,Female,No,Self-employed,Urban
12857,Female,Yes,Private,Urban
12858,Male,No,children,Rural
12859,Female,Yes,Private,Rural
12860,Female,Yes,Self-employed,Rural
12861,Female,Yes,Private,Rural
12862,Male,No,Govt_job,Urban
12863,Female,Yes,Private,Rural
12864,Male,Yes,Private,Rural
12865,Male,No,children,Rural
12866,Female,No,children,Urban
12867,Female,Yes,Self-employed,Urban
12868,Female,Yes,Private,Rural
12869,Female,Yes,Govt_job,Rural
12870,Female,Yes,Private,Rural
12871,Female,No,children,Urban
12872,Male,Yes,Private,Rural
12873,Male,No,children,Urban
12874,Male,No,Private,Urban
12875,Female,No,children,Urban
12876,Male,No,children,Urban
12877,Female,Yes,Private,Rural
12878,Female,No,Private,Rural
12879,Male,Yes,Private,Urban
12880,Female,Yes,Private,Urban
12881,Male,Yes,Private,Rural
12882,Male,Yes,Private,Rural
12883,Female,Yes,Private,Urban
12884,Female,Yes,Private,Rural
12885,Male,No,children,Rural
12886,Male,No,Self-employed,Urban
12887,Female,Yes,Govt_job,Urban
12888,Female,No,children,Urban
12889,Female,Yes,Govt_job,Urban
12890,Female,Yes,Private,Urban
12891,Male,No,Govt_job,Urban
12892,Female,Yes,Self-employed,Urban
12893,Female,No,children,Rural
12894,Female,Yes,Govt_job,Urban
12895,Female,No,Private,Rural
12896,Male,No,Private,Rural
12897,Female,No,Private,Rural
12898,Female,Yes,Self-employed,Rural
12899,Male,Yes,Private,Rural
12900,Female,Yes,Private,Urban
12901,Female,No,Govt_job,Urban
12902,Male,Yes,Self-employed,Urban
12903,Male,No,Self-employed,Rural
12904,Female,Yes,Govt_job,Rural
12905,Male,No,children,Urban
12906,Female,Yes,Self-employed,Rural
12907,Male,No,Private,Urban
12908,Male,No,children,Rural
12909,Female,No,Private,Urban
12910,Female,Yes,Private,Rural
12911,Male,Yes,Private,Rural
12912,Male,No,children,Urban
12913,Female,Yes,Private,Rural
12914,Female,Yes,Govt_job,Rural
12915,Female,Yes,Self-employed,Urban
12916,Male,Yes,Private,Urban
12917,Male,Yes,Govt_job,Rural
12918,Female,Yes,Private,Rural
12919,Female,No,Self-employed,Rural
12920,Male,No,children,Rural
12921,Female,Yes,Self-employed,Rural
12922,Male,Yes,Private,Urban
12923,Male,Yes,Self-employed,Urban
12924,Female,Yes,Private,Urban
12925,Male,Yes,Self-employed,Rural
12926,Female,Yes,Govt_job,Urban
12927,Male,Yes,Private,Urban
12928,Female,Yes,Private,Urban
12929,Female,Yes,Private,Rural
12930,Female,No,Private,Urban
12931,Female,Yes,Self-employed,Rural
12932,Female,Yes,Govt_job,Urban
12933,Female,No,Private,Rural
12934,Female,Yes,Private,Rural
12935,Female,No,Private,Rural
12936,Male,Yes,Private,Rural
12937,Male,Yes,Private,Rural
12938,Male,Yes,Private,Rural
12939,Female,Yes,Private,Rural
12940,Male,Yes,Private,Rural
12941,Male,Yes,Private,Urban
12942,Male,No,Private,Urban
12943,Female,Yes,Self-employed,Urban
12944,Female,Yes,Private,Rural
12945,Male,No,Private,Rural
12946,Female,Yes,Private,Urban
12947,Female,No,children,Urban
12948,Male,Yes,Govt_job,Rural
12949,Female,Yes,Private,Rural
12950,Male,Yes,Private,Urban
12951,Female,No,Govt_job,Urban
12952,Male,Yes,Govt_job,Urban
12953,Female,Yes,Private,Rural
12954,Female,No,Govt_job,Rural
12955,Female,Yes,Private,Rural
12956,Female,No,Govt_job,Urban
12957,Female,Yes,Govt_job,Rural
12958,Male,No,Private,Urban
12959,Female,Yes,Private,Rural
12960,Female,Yes,Private,Urban
12961,Female,Yes,Private,Urban
12962,Male,No,Private,Rural
12963,Female,No,Private,Rural
12964,Male,No,Private,Rural
12965,Male,Yes,Private,Rural
12966,Female,Yes,Private,Urban
12967,Female,Yes,Self-employed,Urban
12968,Female,Yes,Govt_job,Urban
12969,Female,No,children,Urban
12970,Male,Yes,Private,Rural
12971,Female,No,Self-employed,Urban
12972,Male,Yes,Private,Rural
12973,Female,Yes,Private,Urban
12974,Male,Yes,Self-employed,Urban
12975,Female,Yes,Private,Urban
12976,Female,Yes,Private,Urban
12977,Male,No,children,Rural
12978,Male,Yes,Private,Rural
12979,Male,Yes,Private,Urban
12980,Female,Yes,Govt_job,Urban
12981,Female,Yes,Govt_job,Rural
12982,Male,Yes,Self-employed,Urban
12983,Female,Yes,Private,Urban
12984,Female,Yes,Govt_job,Rural
12985,Female,Yes,Self-employed,Urban
12986,Male,Yes,Private,Rural
12987,Female,Yes,Private,Urban
12988,Female,Yes,Private,Urban
12989,Male,Yes,Self-employed,Rural
12990,Male,Yes,Self-employed,Urban
12991,Female,No,children,Urban
12992,Male,Yes,Private,Urban
12993,Male,Yes,Private,Urban
12994,Female,No,Private,Rural
12995,Female,Yes,Private,Urban
12996,Female,Yes,Govt_job,Urban
12997,Female,Yes,Private,Urban
12998,Male,No,children,Urban
12999,Male,Yes,Self-employed,Rural
13000,Female,Yes,Govt_job,Rural
13001,Female,Yes,Private,Rural
13002,Female,Yes,Private,Urban
13003,Female,No,Private,Rural
13004,Female,No,children,Rural
13005,Female,Yes,Self-employed,Rural
13006,Female,No,Private,Rural
13007,Female,Yes,Private,Rural
13008,Female,Yes,Private,Rural
13009,Female,No,Private,Rural
13010,Female,Yes,Private,Rural
13011,Female,Yes,Private,Urban
13012,Female,Yes,Self-employed,Urban
13013,Female,Yes,Private,Rural
13014,Male,No,children,Rural
13015,Female,No,Private,Rural
13016,Female,Yes,Govt_job,Rural
13017,Female,Yes,Govt_job,Urban
13018,Female,No,Private,Urban
13019,Female,No,Private,Urban
13020,Female,Yes,Private,Rural
13021,Female,Yes,Govt_job,Urban
13022,Male,Yes,Private,Urban
13023,Female,Yes,Self-employed,Urban
13024,Male,No,children,Urban
13025,Male,Yes,Private,Rural
13026,Female,No,Self-employed,Rural
13027,Female,Yes,Private,Rural
13028,Male,Yes,Self-employed,Rural
13029,Female,Yes,Private,Urban
13030,Female,Yes,Private,Urban
13031,Female,No,children,Rural
13032,Female,Yes,Govt_job,Urban
13033,Female,Yes,Self-employed,Rural
13034,Male,Yes,Private,Rural
13035,Male,Yes,Govt_job,Rural
13036,Female,Yes,Private,Rural
13037,Female,Yes,Self-employed,Urban
13038,Female,Yes,Govt_job,Urban
13039,Female,Yes,Self-employed,Urban
13040,Male,Yes,Private,Rural
13041,Female,Yes,Private,Urban
13042,Female,Yes,Private,Urban
13043,Female,No,Private,Rural
13044,Female,No,children,Rural
13045,Male,No,children,Urban
13046,Male,No,Private,Urban
13047,Female,No,Private,Rural
13048,Male,No,Govt_job,Urban
13049,Female,Yes,Private,Rural
13050,Male,No,Self-employed,Rural
13051,Male,Yes,Govt_job,Rural
13052,Female,Yes,Private,Rural
13053,Female,Yes,Private,Rural
13054,Female,Yes,Self-employed,Urban
13055,Male,No,Private,Rural
13056,Male,Yes,Private,Urban
13057,Male,Yes,Private,Rural
13058,Male,No,children,Rural
13059,Male,No,Self-employed,Rural
13060,Male,Yes,Self-employed,Rural
13061,Female,Yes,Private,Urban
13062,Male,Yes,Private,Urban
13063,Male,No,Govt_job,Rural
13064,Male,No,children,Rural
13065,Male,Yes,Private,Urban
13066,Female,Yes,Govt_job,Urban
13067,Female,No,children,Rural
13068,Female,No,Private,Urban
13069,Male,Yes,Govt_job,Urban
13070,Male,Yes,Private,Urban
13071,Male,Yes,Private,Urban
13072,Male,Yes,Private,Rural
13073,Female,No,children,Urban
13074,Male,Yes,Private,Urban
13075,Female,No,children,Rural
13076,Female,Yes,Private,Rural
13077,Female,No,children,Urban
13078,Female,Yes,Self-employed,Urban
13079,Female,Yes,Private,Rural
13080,Male,No,Private,Rural
13081,Male,Yes,Self-employed,Urban
13082,Female,No,Private,Urban
13083,Female,No,children,Rural
13084,Female,No,children,Urban
13085,Female,Yes,Private,Rural
13086,Female,No,Private,Rural
13087,Female,No,Self-employed,Urban
13088,Male,Yes,Self-employed,Urban
13089,Male,Yes,Private,Rural
13090,Female,Yes,Private,Urban
13091,Male,No,children,Urban
13092,Male,Yes,Private,Urban
13093,Male,No,Private,Rural
13094,Female,Yes,Private,Rural
13095,Female,Yes,Self-employed,Rural
13096,Female,Yes,Private,Urban
13097,Male,No,children,Urban
13098,Female,Yes,Govt_job,Rural
13099,Male,No,children,Urban
13100,Female,Yes,Private,Rural
13101,Male,Yes,Self-employed,Urban
13102,Male,No,children,Rural
13103,Male,No,Private,Urban
13104,Female,No,Self-employed,Rural
13105,Female,Yes,Private,Rural
13106,Male,Yes,Govt_job,Urban
13107,Female,No,Private,Urban
13108,Male,Yes,Govt_job,Urban
13109,Female,Yes,Private,Urban
13110,Male,Yes,Private,Rural
13111,Male,Yes,Govt_job,Rural
13112,Male,Yes,Private,Rural
13113,Female,No,Private,Urban
13114,Male,No,Private,Rural
13115,Male,No,Govt_job,Rural
13116,Male,No,children,Rural
13117,Male,No,Self-employed,Rural
13118,Female,No,Private,Urban
13119,Male,Yes,Self-employed,Urban
13120,Male,Yes,Private,Rural
13121,Male,Yes,Private,Rural
13122,Male,Yes,Private,Rural
13123,Male,Yes,Private,Urban
13124,Female,No,Private,Rural
13125,Female,Yes,Private,Urban
13126,Male,No,Self-employed,Urban
13127,Male,Yes,Private,Urban
13128,Female,Yes,Govt_job,Urban
13129,Female,No,children,Rural
13130,Female,Yes,Private,Rural
13131,Male,Yes,Private,Urban
13132,Female,Yes,Govt_job,Rural
13133,Female,No,Private,Urban
13134,Female,Yes,Private,Rural
13135,Female,Yes,Self-employed,Urban
13136,Male,No,Self-employed,Rural
13137,Female,Yes,Private,Urban
13138,Female,Yes,Self-employed,Urban
13139,Male,Yes,Private,Urban
13140,Female,Yes,Govt_job,Urban
13141,Female,Yes,Private,Urban
13142,Male,No,children,Rural
13143,Female,No,Private,Urban
13144,Female,No,Self-employed,Rural
13145,Female,Yes,Self-employed,Rural
13146,Male,Yes,Private,Urban
13147,Female,Yes,Private,Rural
13148,Female,Yes,Private,Urban
13149,Male,No,children,Urban
13150,Female,Yes,Govt_job,Rural
13151,Female,No,Private,Urban
13152,Female,Yes,Private,Urban
13153,Female,Yes,Private,Rural
13154,Female,No,children,Urban
13155,Female,No,Private,Rural
13156,Female,Yes,Govt_job,Rural
13157,Female,Yes,Private,Urban
13158,Male,No,Govt_job,Urban
13159,Male,No,children,Rural
13160,Male,No,Private,Urban
13161,Female,Yes,Private,Urban
13162,Male,Yes,Private,Rural
13163,Male,No,Private,Rural
13164,Female,Yes,Govt_job,Urban
13165,Female,Yes,Private,Rural
13166,Male,Yes,Private,Urban
13167,Male,Yes,Private,Rural
13168,Female,Yes,Private,Rural
13169,Female,No,Private,Rural
13170,Male,No,Private,Urban
13171,Male,No,Private,Urban
13172,Male,No,children,Urban
13173,Female,Yes,Private,Urban
13174,Female,Yes,Self-employed,Rural
13175,Female,No,Private,Rural
13176,Female,Yes,Govt_job,Rural
13177,Male,No,children,Urban
13178,Female,Yes,Govt_job,Rural
13179,Female,Yes,Self-employed,Rural
13180,Male,No,children,Rural
13181,Male,Yes,Private,Rural
13182,Female,No,Private,Rural
13183,Female,Yes,Private,Urban
13184,Female,Yes,Private,Rural
13185,Female,Yes,Private,Rural
13186,Male,Yes,Self-employed,Rural
13187,Female,Yes,Self-employed,Urban
13188,Female,Yes,Private,Urban
13189,Male,No,Self-employed,Rural
13190,Female,No,children,Rural
13191,Male,Yes,Self-employed,Rural
13192,Male,Yes,Private,Rural
13193,Male,No,Private,Rural
13194,Male,No,children,Urban
13195,Female,Yes,Self-employed,Urban
13196,Male,Yes,Private,Urban
13197,Male,Yes,Private,Urban
13198,Female,Yes,Self-employed,Urban
13199,Female,Yes,Private,Urban
13200,Female,No,Private,Urban
13201,Female,No,children,Rural
13202,Male,Yes,Govt_job,Urban
13203,Female,Yes,Private,Rural
13204,Male,Yes,Self-employed,Rural
13205,Female,Yes,Private,Rural
13206,Female,Yes,Self-employed,Urban
13207,Female,Yes,Private,Urban
13208,Male,Yes,Private,Rural
13209,Male,Yes,Govt_job,Urban
13210,Female,Yes,Private,Urban
13211,Female,No,Private,Urban
13212,Female,Yes,Private,Urban
13213,Male,Yes,Govt_job,Urban
13214,Female,No,Private,Urban
13215,Female,No,Govt_job,Urban
13216,Male,Yes,Self-employed,Urban
13217,Male,Yes,Private,Rural
13218,Female,No,children,Urban
13219,Female,Yes,Private,Rural
13220,Female,Yes,Govt_job,Rural
13221,Female,Yes,Private,Rural
13222,Female,Yes,Self-employed,Urban
13223,Female,Yes,Self-employed,Rural
13224,Male,Yes,Private,Urban
13225,Male,No,children,Urban
13226,Female,Yes,Private,Urban
13227,Female,Yes,Self-employed,Rural
13228,Male,Yes,Private,Rural
13229,Female,Yes,Private,Rural
13230,Male,No,children,Urban
13231,Female,Yes,Private,Urban
13232,Male,Yes,Private,Urban
13233,Male,Yes,Private,Urban
13234,Female,No,Private,Rural
13235,Female,Yes,Govt_job,Rural
13236,Female,No,children,Rural
13237,Female,Yes,Private,Rural
13238,Male,Yes,Self-employed,Urban
13239,Female,No,Private,Urban
13240,Male,Yes,Self-employed,Urban
13241,Female,No,children,Urban
13242,Female,Yes,Private,Rural
13243,Male,Yes,Self-employed,Urban
13244,Female,No,Private,Rural
13245,Female,Yes,Private,Rural
13246,Female,Yes,Private,Rural
13247,Female,Yes,Private,Urban
13248,Female,Yes,Self-employed,Urban
13249,Female,No,Private,Urban
13250,Female,Yes,Private,Urban
13251,Female,Yes,Govt_job,Rural
13252,Female,Yes,Private,Rural
13253,Male,Yes,Self-employed,Rural
13254,Male,No,Private,Rural
13255,Male,Yes,Self-employed,Rural
13256,Male,Yes,Govt_job,Rural
13257,Female,Yes,Self-employed,Urban
13258,Male,No,Private,Rural
13259,Female,Yes,Self-employed,Urban
13260,Female,Yes,Self-employed,Rural
13261,Female,No,children,Urban
13262,Female,Yes,Private,Urban
13263,Female,Yes,Private,Rural
13264,Male,No,Private,Rural
13265,Male,Yes,Private,Rural
13266,Female,Yes,Private,Urban
13267,Male,Yes,Private,Urban
13268,Male,Yes,Private,Urban
13269,Female,No,Private,Rural
13270,Female,Yes,Private,Rural
13271,Male,No,Self-employed,Urban
13272,Male,Yes,Private,Rural
13273,Male,Yes,Private,Urban
13274,Female,Yes,Self-employed,Rural
